,Top1_rec,Top2_rec,Top3_rec,Top4_rec,Top5_rec,Top6_rec,Top7_rec,Top8_rec,Top9_rec,Top10_rec
23349,23351,23350,23352,23353,23354,23436,23373,23437,23438,23318
23350,23352,23351,23349,23353,23354,23438,23374,23375,23437,23373
23351,23352,23354,23350,23349,23353,23437,23375,16169E,23438,23374
23352,23351,23350,23354,23349,23353,23437,23375,23319,23438,23374
23353,23349,23354,23351,23350,23352,23437,23436,23438,23373,23375
23354,23351,23352,23353,23437,23349,23350,23375,16169E,23438,23436
23355,23356,22112,22114,22835,22111,23357,23284,23503,21003,21479
23356,23355,22111,21485,22112,21479,22835,84029E,21484,22114,84029G
23357,23358,22835,22114,22112,23355,72799C,23356,23074,84029G,72130
23358,23357,20997,23113,23495,21003,21026,23236,20670,35968,21025
23359,23360,23569,23498,20652,23305,23495,85131C,16206B,23499,72369A
23360,23359,84683,20616,72801D,23254,22980,23340,23498,35958,23255
23365,23369,23505,23367,23368,23391,23366,21650,20973,20983,20975
23366,23367,23368,20975,23365,20974,20973,23551,23380,23475,23583
23367,23368,23366,23506,20973,23508,23365,22534,23390,20975,23388
23368,23367,23366,23508,23390,23365,23506,20973,23389,23388,23291
23369,23505,23365,23391,23347,22911,23579,23497,22902,23238,22659
23370,23371,23372,20978,20979,21327,23502,20977,22165,23337,23582
23371,23372,23370,23502,20978,20979,21327,21329,21328,84519A,20757
23372,23371,23370,23502,23440,23241,23390,22196,84931B,23254,23346
23373,23436,23437,23375,23438,23374,23353,23349,23350,23314,23354
23374,23438,23375,23373,23437,23350,23436,23353,23545,23351,23349
23375,23437,23354,23374,23373,23436,23438,23352,23351,23353,23350
23376,23378,23380,23340,23551,22909,22614,21981,23381,21984,22950
23377,22614,23380,23551,23289,23290,23291,22948,23292,23345,23346
23378,23376,23551,23379,23380,23381,21984,22614,23340,21981,22615
23379,23381,21983,23378,23551,21980,21982,21981,21984,23380,22895
23380,23381,23551,22614,23378,23377,21981,23376,21986,22615,23379
23381,23380,23551,23379,23378,21982,21980,21981,21985,21986,21983
23382,23524,23340,23510,21200,22936,22100,22615,22932,85131C,21195
23388,23389,23390,23391,23346,23367,23368,22614,85055,20910,90152A
23389,23390,23388,23346,23391,23290,23291,23292,23345,23289,22614
23390,23389,23388,23346,23291,23290,23345,23292,23368,23289,23391
23391,23347,23389,23388,23505,23390,23369,22902,23365,23005,22616
23392,23559,23119,17007B,23346,23121,84226,23120,72132,23389,22308
23393,23395,23396,23394,23397,23399,46000S,23407,23427,46000M,23398
23394,23395,23396,23393,46000S,46000M,23399,23398,23397,23427,23407
23395,23396,23394,23393,46000S,23397,46000M,23398,23399,23407,23427
23396,23395,23394,23393,46000S,46000M,23398,23399,23397,23407,23427
23397,23427,23393,23395,23407,23396,23394,23404,23399,23403,23405
23398,23399,23396,23394,23395,23393,22483,85008,23408,71496A,20795
23399,23398,23393,23394,23396,23407,23408,23395,23406,23431,23403
23400,23401,23406,23403,23402,23405,23404,23427,23407,23408,85055
23401,23400,23403,23406,23408,23405,23402,23404,23409,23413,23423
23402,23403,23400,23405,23406,23404,23401,23407,23408,35095A,23409
23403,23402,23400,23405,23404,23406,23401,23408,16052,23407,35095A
23404,23405,23403,23402,23406,23400,23401,23407,23413,23397,23427
23405,23404,23403,23406,23402,23400,23401,23408,23413,23407,23074
23406,23400,23405,23403,23402,23401,23404,23427,23399,23409,23410
23407,23393,23402,23404,23399,23400,23405,23427,23397,23396,23403
23408,23409,23401,23405,23403,23399,23074,23402,23400,17129F,23398
23409,23408,23410,23401,23093,23413,20964,84743C,84227,85008,84688
23410,23409,23406,23405,23401,22763,84688,22762,21269,23400,23396
23411,22686,90205A,22678,22676,72051S,23499,22683,23397,22682,22680
23412,23456,23457,22948,23551,23136,23393,23394,23399,23134,23414
23413,23405,23401,23422,23409,23404,23421,84452,23423,21630,23408
23414,22335,21756,21754,23134,23440,23455,23457,23412,84679,23456
23415,23417,23416,85008,22361,23074,21196,37468,22362,23399,84531A
23416,23415,84842,20796,22406,90019B,84843,21196,23417,23425,23074
23417,23415,47348A,85008,35968,16206B,23336,37468,23538,46000U,72225C
23418,23419,23014,23012,23013,21774,23020,23027,23425,22364,23394
23419,23418,23014,23013,21774,85008,23394,85169D,23012,23027,21775
23420,23421,23422,23423,23336,23413,23338,23335,23337,23159,23156
23421,23420,23422,23423,23413,23159,23336,23154,23156,23337,21841
23422,23420,23421,23423,23336,23337,23413,23338,23335,20663,23339
23423,23421,23422,23420,23401,20910,23413,23406,23529,85055,37468
23424,23405,23403,23360,23409,23413,21028,23123,21030,23410,21039
23425,23136,23407,22495,71406C,90177D,90013C,21579,85008,21402,22496
23426,21908,82567,21165,22412,82582,85152,82583,22413,21169,21907
23427,23397,23400,23393,23406,23407,23394,23395,23396,23403,23405
23428,23430,23429,23316,23522,84461,84051,47563A,23498,21205,23497
23429,23430,23428,23316,21401,84509E,21402,23522,22092,22108,84659A
23430,23429,23428,23316,21401,22108,23411,22688,37479P,23315,84509E
23431,23432,23074,23399,20839,71496A,21114,23433,90177D,72369A,20840
23432,23431,23433,20795,21441,46000R,85095,35815P,22325,22318,21114
23433,23432,85095,20866,84584,23431,35815P,85163A,22317,35913B,20910
23434,23435,22338,22340,35964,22577,21615,22578,22209,85204,22400
23435,23434,35964,22338,84341B,35471D,22944,23692,22577,21615,21015
23436,23373,23437,23375,23438,23353,23349,23374,23354,22738,23350
23437,23375,23354,23436,23373,23438,23353,23351,23352,23374,23349
23438,23374,23437,23373,23436,23375,23353,23350,23349,23351,23354
23439,22866,22633,22867,22865,22632,22834,17007B,22905,22308,21481
23440,23447,23446,23448,84805B,72051S,84915,22929,23478,23524,23368
23441,22759,23369,22180,23019,20975,22241,23560,23480,84984D,21742
23442,23449,72051S,23523,79157B,23524,21454,23411,23076,23459,23440
23444,21320,23372,84920,22464,23448,21816,75172,21638,84805A,23045
23445,23559,23392,16011,23508,84006,23119,23155,21914,22615,23192
23446,23447,23440,84805B,84915,23448,23475,21630,22133,23478,84916
23447,23446,23440,84805B,84915,23448,23475,21630,22133,23478,84916
23448,23446,23447,23440,22974,23291,23289,22972,85025B,23292,23290
23449,23442,23420,23421,23429,23430,23422,23337,23189,23533,23339
23451,23453,23452,23454,23496,23074,84595E,23532,47518F,23481,85008
23452,23451,23453,23454,23074,23150,23462,23486,22496,23481,23090
23453,23451,23452,23454,84595E,23408,23398,23490,71496A,23532,21446
23454,23451,23453,23452,23046,22796,21003,23060,23015,23482,84709B
23455,23456,23457,21841,23186,23490,23414,23196,85124B,23451,23482
23456,23455,23457,85064,79071B,23406,90152A,23409,90180B,23482,85055
23457,23456,23455,22948,79071B,21562,23681,22170,23399,44089A,23412
23458,23486,23459,23112,23460,23560,84429A,84984A,84984B,22038,23422
23459,23458,23560,23405,23580,22487,23442,23486,23565,23561,23403
23460,23487,23409,23113,21269,22135,21815,23405,84915,23559,90018C
23461,23466,23481,23330,23332,23465,47504H,23333,21278,23329,47503A
23462,23452,23150,72709,47369A,23453,46000M,20835,75013B,22295,35914
23463,23464,37464,23468,23485,72799C,84593,22838,22839,47503J,47367B
23464,23463,23184,71477,23111,22413,23205,22839,37351,23056,23096
23465,23466,23461,23132,17174,72051S,35443,23569,84674,23534,22719
23466,23461,23465,23468,16054,22343,21442,47570B,22346,22345,84593
23467,84206A,72225C,90101,90103,84569C,90205C,20663,90141E,90141D,90076
23468,23466,23399,23520,21618,23462,23463,23396,23519,21379,23397
23469,23470,22163,22944,35964,84828,21292,23131,22151,72800C,22703
23470,23469,23404,23405,22338,23411,22336,23074,23196,23397,23410
23471,23472,84593,84687,90098,20775,23537,20837,90025F,21131,22770
23472,23471,84593,35443,17174,22453,23447,46000R,23446,23519,21630
23473,23475,23474,23478,85131D,23480,84251G,35815P,23545,84915,22038
23474,23473,23475,23477,23478,23476,21015,22255,22447,23480,23533
23475,23473,23474,23478,85131D,23447,85039A,23446,85055,84251G,84915
23476,23477,23478,23474,23473,84231,23475,22025,22447,22817,15058C
23477,23478,23476,23474,23475,23473,21202,21949,23123,21206,16169K
23478,23477,23475,23476,84231,23473,23474,84805B,23447,23446,23403
23479,84989A,90072,21095,23400,85055,35815P,90149,90211A,90059F,22407
23480,23473,23475,21439,21452,21731,22255,23388,23108,23084,22466
23481,23482,72128,71496A,72709,75178,16206B,35818B,23140,85008,23139
23482,23481,21815,47518F,84915,22337,22336,23456,84452,23060,71496A
23483,84931B,35815P,90087,84402B,23539,23433,72709,37468,20910,90076
23484,85129C,23502,84352,85039A,79144C,47471,22592,85095,23406,23559
23485,20795,21284,23535,72130,85179A,23534,23536,21285,72799C,23414
23486,23458,23452,23460,23453,23451,23404,21557,23462,23092,23096
23487,23136,23460,23137,23403,84820,23404,40001,23152,23400,23401
23489,23491,23058,23492,21592,23081,22130,23103,23215,21744,23499
23490,85179A,23453,22152,23456,23408,21275,21066,23140,85129C,85064
23491,23492,23215,23214,23489,23103,23042,22642,20867,22639,23070
23492,23491,90166,16054,23022,23467,90119,71496A,90049,90141C,90141A
23493,23494,21786,23552,22181,23497,23498,23571,23583,23499,23502
23494,23493,23497,22141,21286,21628,22446,35958,23499,23495,22509
23495,23496,20670,23339,23335,90211A,23336,84569C,90205C,21827,90101
23496,23495,47341A,35968,DOT,16206B,16010,90141C,90141A,72369A,90083
23497,23498,23552,23570,23571,23569,23369,23561,23494,23495,23499
23498,23552,23497,23561,23562,23359,35958,90043,90049,23560,21051
23499,23582,23569,23681,23583,23411,23495,23552,23497,23359,23498
23500,23501,20757,21678,47422,21222,20755,35598A,20652,90208,84874B
23501,23500,16225,21866,21867,21864,90179C,23365,77101A,35598A,84686
23502,23504,35598A,23371,23505,23372,23370,20669,23503,85095,71510
23503,23504,23505,23502,23355,23101,23543,23501,23369,23333,23571
23504,23503,23505,23502,23501,84535A,23371,23369,84659A,90179C,21889
23505,23369,23365,23347,23005,23391,22911,23504,22713,22616,22902
23506,23508,23367,23509,23507,23281,23368,23510,22534,23280,23569
23507,23510,23508,23509,23506,22543,90059F,84251G,84461,22615,22541
23508,23506,23507,23509,23510,23368,23367,23281,22530,22534,23377
23509,23507,23508,23510,23506,22543,22540,22545,22615,22533,84952B
23510,23507,23508,23509,23506,16008,22615,23569,21205,21209,90059F
23511,23513,23512,23514,23515,23517,23516,23518,23520,23519,22653
23512,23514,23516,23515,23511,23513,23517,23520,23518,23519,22653
23513,23511,23514,23512,23515,23517,23518,23516,23520,23519,22653
23514,23512,23513,23511,23517,23515,23516,23518,23520,23519,22653
23515,23512,23514,23511,23513,23517,23516,23518,23520,23519,22653
23516,23512,23520,23511,23517,23515,23514,23518,23513,23519,22653
23517,23514,23511,23513,23515,23512,23516,23518,23520,23519,22653
23518,23513,23515,23512,23516,23511,23517,23514,23520,23519,22653
23519,23515,23516,23511,23512,23520,23517,23514,23513,23518,22541
23520,23516,23512,23511,23513,23515,23518,23519,23517,23514,22078
23521,23522,22599,23532,23536,84549,71496A,23428,22598,23526,84402B
23522,23521,72225C,20659,71496A,84402B,16206B,DOT,20678,90141D,90141E
23523,23527,23525,23524,23528,23529,23533,23526,72051S,23536,23531
23524,23527,23525,23523,23529,23528,23526,23536,23535,72051S,23533
23525,23527,23524,23523,23529,23528,72051S,23536,23526,23531,23534
23526,23535,23536,23541,23534,23524,23539,23531,23527,23530,23544
23527,23523,23524,23525,23529,23528,23533,23536,23526,72051S,23535
23528,23529,23523,23527,23525,23524,23533,23542,23537,23531,23538
23529,23528,23527,23523,23525,23524,23533,23542,23423,23540,22541
23530,23532,23531,23541,23526,23534,23544,23538,23535,23539,23525
23531,23530,23542,23526,23532,23539,23541,23525,23543,23528,23538
23532,23530,23538,23541,23539,23531,85168B,23537,23543,23526,82011B
23533,23536,23527,23528,23529,23523,23524,23534,23526,23525,23535
23534,23541,23536,23535,23526,23533,23530,23527,23539,23524,23525
23535,23526,23536,23534,23541,23524,23539,23527,23530,23544,23533
23536,23535,23526,23534,23541,23533,23539,23527,23524,23544,23525
23537,23538,21131,23532,23528,23541,23531,46000U,85168B,35815P,23505
23538,23537,23532,23543,23541,46000U,35818P,35958,90205C,23542,72709
23539,23536,23541,23532,23526,23531,23535,23538,85055,71496A,20707
23540,90202D,23544,23542,23528,23529,40046A,23522,23559,23536,90087
23541,23534,23536,23526,23535,23532,23539,23530,23538,23544,23531
23542,23531,23528,23538,23527,23526,23529,23524,23540,23539,23525
23543,23538,23532,23531,23539,23536,23526,23530,23541,23537,23535
23544,23526,23541,23536,23530,23532,23535,23540,23533,23539,23534
23545,23231,23546,22986,23549,23548,23547,21498,22040,21499,23232
23546,23545,23549,23231,22986,23548,23547,22985,21499,22040,16161P
23547,23548,23549,22704,22711,23233,23550,22985,22705,23230,22986
23548,23549,23547,23550,22707,23546,23545,22711,22045,22706,23231
23549,23548,23550,23547,22045,23546,22707,23545,22985,22711,23232
23550,23549,23548,22711,23547,23230,22985,22707,22710,23233,23232
23551,23381,23380,23378,23379,22614,23377,21982,21981,21983,21986
23552,23498,23497,23570,23561,23499,22415,23571,23493,23583,23495
23553,23558,23554,23555,23556,23557,23530,23541,23532,23526,84921
23554,23556,23555,23558,23557,23553,23532,23541,23526,23530,23531
23555,23556,23554,23558,23557,23553,23541,23532,23530,23526,84921
23556,23554,23555,23558,23557,23553,23530,23532,23541,84921,23526
23557,23554,23556,23555,23558,23553,23530,90167,84921,23526,23536
23558,23554,23556,23555,23557,23553,23530,23541,23532,23531,23526
23559,23392,23119,20700,20910,85232B,90141E,90076,90141D,20678,23121
23560,23562,23561,23498,85049H,23459,20997,23291,23292,23598,23458
23561,23562,23560,23498,23497,23552,23570,22820,20997,21051,84462
23562,23560,23561,90059F,85055,23498,20997,23581,23150,22832,90018C
23564,23566,23565,23568,23661,23660,23459,20914,22988,23567,21503
23565,23566,23564,23568,23580,23576,17090A,23575,23559,84809B,10124A
23566,23564,23565,23568,23661,22976,22988,23567,23580,23575,23559
23567,23568,84206A,90211A,90141E,90141D,20678,90076,90205C,90103,90101
23568,23564,23566,23567,23565,23244,22245,84674,85199L,23575,22601
23569,23571,23570,23497,23499,23359,23510,23506,23582,23524,23562
23570,23571,23497,23569,23552,23561,23597,23498,23583,21889,23581
23571,23570,23569,23497,21889,23552,23583,23498,23506,23367,23581
23574,21319,35599B,84870C,79190A,23371,23370,21626,22598,22599,20978
23575,23576,23578,23697,23447,23446,23694,23583,23581,23567,23440
23576,23575,23580,23581,23292,22415,23582,23697,23290,23583,23578
23578,23575,23495,23576,21788,23348,90211B,90181A,90176A,90069,90176B
23579,22753,21131,23347,23369,23505,22758,23391,84707A,22754,21261
23580,23576,23565,23289,23239,23290,23291,23498,23575,23598,22754
23581,23582,23583,22411,21929,21928,23576,23562,23681,20869,23552
23582,23581,23681,23583,23499,23475,23203,23473,23291,23569,84461
23583,23581,23582,23681,23209,23207,20727,20728,23208,22383,22384
23597,23598,23570,23562,21616,22089,23366,23478,23367,23560,22087
23598,23597,23120,23478,23524,23562,23403,23365,23497,23510,23560
23630,22354,22350,22352,22356,22344,22349,22348,22346,22345,POST
23660,23661,22402,17011F,22576,23564,22441,22400,85049F,21400,85019A
23661,23660,23564,17011F,23566,22608,90096,22609,22610,23568,22636
23664,21136,90099,90180A,21452,84551,90131,90036F,47503J,21625,23389
23681,23582,23583,23208,23209,23499,23207,23456,23524,23457,23289
23691,85049D,23692,22257,85049C,23571,23232,23548,23530,23546,23233
23692,22257,23697,21562,23125,21003,17090A,84051,85208,85096,21089
23694,23697,23695,22035,22024,22026,22815,22028,22984,22030,22817
23695,23694,23697,21506,22035,22049,84531B,16235,22030,22815,84531A
23697,23694,23695,20869,84531B,90180B,90059F,84251G,84531A,21284,23692
23702,90099,84708B,22504,22660,84906,21226,22179,84877A,21625,22468
23843,22354,22350,22352,22356,22344,22349,22348,22346,22345,POST
35001G,72225C,20655,84952B,20654,21367,20670,20707,22914,84598,16010
35001W,84661A,84661C,84661B,23178,84660A,81952V,84660C,23317,84660B,21003
35004B,35004G,35004C,21865,22276,72132,22781,23040,46138B,21864,21000
35004C,35004B,35004G,85118,84951B,46776D,21459,22041,82001S,22407,21115
35004G,35004B,51020B,85118,21000,85168B,71406C,51020A,35004C,85170B,22124
35004P,90014C,90036C,90036D,90206C,20778,90200B,47591B,85006,90200E,90200D
35095A,35095B,84402B,90205A,47471,16052,90177D,72598,22135,84226,90205C
35095B,35095A,17136A,90087,90124C,72586,16052,84402B,22691,47348A,47471
35241,35810B,35809A,20696,44242B,84531A,85008,84531B,35968,90076,90141E
35265,37489B,37489C,22635,22634,22293,37489D,37489A,21634,22132,90205A
35271S,72802C,90082D,72802B,90185B,90082B,85035C,90082A,90185C,90021,20892
35400,85028L,84873A,37464,17164B,85030,85047,23597,90016B,84247E,16046
35443,17174,90083,DOT,85131B,90101,90208,84569C,90103,90141D,90141E
35471D,35819B,51014L,17136A,51014C,21642,51014A,21636,35933,21823,35610A
35591T,81953B,20667,85031C,37342,21399,22631,84032B,22092,47013C,20760
35597A,35597B,22693,22433,22431,21279,22186,90024D,85025C,35607B,84016
35597B,35597B,22693,22433,22431,21279,22186,90024D,85025C,35607B,84016
35597D,22092,22091,85015,85032A,85019B,22093,37340,21135,85017B,85019A
35598A,84743C,20964,84227,20678,90141E,90141D,90076,90103,90101,84569C
35598B,35598D,46138B,44242B,35599B,20964,84743C,84227,21372,47421,85159A
35598C,84507C,84508B,84507B,35818P,84508C,22997,84466,84924F,23002,37413
35598D,35598B,35599D,46776D,35933,46138B,35968,44242B,84743C,20964,84227
35599B,35599D,35598B,35598D,85159A,22067,22220,22223,22647,22340,21807
35599D,35598D,35599B,47341A,35598B,46776D,44242B,71403,20910,21332,20997
35607A,84799,84823,47021G,21391,22223,22674,84819,22670,23187,82613D
35607B,84596L,85071C,84576,85163A,35833P,17084P,21198,23481,46776B,85116
35610A,35817P,21143,21820,21189,35833P,35958,35471D,35819B,21293,71510
35610B,35610B,20893,22460,84949,22130,21743,16248B,20931,22178,23064
35610C,35610B,20893,22460,84949,22130,21743,16248B,20931,22178,23064
